taxonomy	SM.03_01	SM.03_03	SM.04_01	SM.04_03	SM.08_01	SM.08_02	SM.08_03	SM.08_04	SM.08_05	SM.08_09	SM.08_13	SM.09_01	SM.09_03	SM.11_01	SM.11_03	SM.12_01	SM.12_03	SM.13_01	SM.13_03	SM.17_01	SM.17_03	SM.30_01	SM.30_03	SM.31_01	SM.31_03
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Solibaculum|s__Solibaculum_mannosilyticum	0	0	0	0	0.00263	0	0	0	0	0	0	0	0	0.01947	0.00652	0	0.00271	0	0.02639	0	0	0	0	0.00951	0.00834
k__Bacteria|p__Firmicutes|c__CFGB40183|o__OFGB40183|f__FGB40183|g__GGB42389|s__GGB42389_SGB59559	0	0	0	0	0.00257	0	0	0	0	0	0	0.00345	0.00104	0	0	0.00339	0.00206	0	0	0	0	0	0	0.02486	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Timburyella|s__Candidatus_Timburyella_SGB14166	0	0	0	0	0.00203	0.05995	0.05814	0.03921	0.38594	0.05073	0.01064	0	0	0	0	0	0	0	0	0	0	0	0	0.0063	0.00344
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	0	0	0	0	0.00191	0.01521	0	0.05866	0	0.03092	0.00344	0	0.00141	0	0	0.08001	0.03101	0	0	0	0	0.00028	0.19209	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris	0	0	0	0	0.00189	0.00918	0.01785	0.00345	0.0488	0.0517	0.01097	0	0.00126	0.00279	0.00389	0	0	0.00055	0	0	0	0.00029	0	0.01606	0.01575
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnotalea|s__Lachnotalea_sp_AF33_28	0	0	0	0	0.00149	0.04435	0.03105	0.14919	0.21755	0.09737	0.01127	0.00065	0.00024	0	0	0	0.0065	0	0	0	0.00227	0	0.00579	0.05734	0.01589
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_NSJ_38	0	0	0	0	0.00145	0.00897	0.00838	0.00831	0.01199	0.00319	0.00421	0	0	0	0	0	0.00077	0	0	0	0	0	0	0.00166	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi	0	0	0	0	0.00142	0.11669	0	0.00068	0.04705	0	0	0	0.00122	0.0082	0	0	0.01239	0.03075	0.03954	0	0.00052	0.00079	0.10776	0.05485	0.43676
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella_minuta	0	0	0	0	0.00122	0.0584	0.0087	0.04709	0.11442	0.02158	0.01146	0	0	0	0	0.01014	0.02101	0	0	0	0	0	0	0.03692	0.03441
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella_histaminiformans	0	0	0	0	0.00103	0	0	0.02441	0	0.00744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium_NSJ_64	0	0	0	0	0.00091	0.0055	0.01267	0.0084	0	0.00151	0.00064	0	0	0	0	0	0	0	0	0	0	0	0	0.00012	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides	0	0	0	0	0.00076	0	0	0	0	0	0	0	0	0	0.00752	0.00081	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_sulci	0	0	0	0	0.00069	0.02345	0.00738	0	0.00109	0.00105	0	0	0	0	0	0	0	0	0	0	0	0.0053	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_cremoris	0	0	0	0	0.00041	0	0	0	0	0	0	0	0	0	0	0.0962	0	0.00307	0	0	0	0	0.0195	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB32900|s__GGB32900_SGB53446	0	0	0	0	0.0004	0	0	0	0	0	0	0.51519	0.08919	0	0	0	0	0	0	0	0.19284	0	0	0.23475	0.14492
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Harryflintia|s__Harryflintia_acetispora	0	0	0	0	0.0003	0.00652	0.00508	0	0	0.00521	0	0	0	0	0	0	0.00074	0	0	0	0	0	0	0.00411	0.00318
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Parachristensenella|s__Candidatus_Parachristensenella_avicola	0	0	0	0	0.00016	0	0	0	0.00268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0436	0.00957
k__Bacteria|p__Firmicutes|c__CFGB3022|o__OFGB3022|f__FGB3022|g__GGB9499|s__GGB9499_SGB72735	0	0	0	0	0	0.08672	0.33049	0.19678	0.26375	0.0432	0.12617	0	0	0	0	0	0	0	0	0	0.00313	0	0.54559	0.01905	0.19547
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6177	0	0	0	0	0	0.06723	0.02925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02715	0.02311	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sanguinis	0	0	0	0	0	0.0588	0.21623	0.52391	0.79869	0.01087	0	0	0	0.0068	0	0	0	0	0	0	0	0.04269	0.01399	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_somerae	0	0	0	0	0	0.04168	0	0	0.00243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069|f__FGB3069|g__GGB9770|s__GGB9770_SGB15389	0	0	0	0	0	0.03318	0.0354	0	0.08436	0	0	0	0	0	0	0	0.53104	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB75916|o__OFGB75916|f__FGB75916|g__GGB2993|s__GGB2993_SGB3978	0	0	0	0	0	0.03214	0	0	0.00872	0	0	0	0	0	0	0	0	0	0.00947	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718|f__FGB9718|g__GGB3569|s__GGB3569_SGB4776	0	0	0	0	0	0.02681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0173	0.35041
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_turicensis	0	0	0	0	0	0.02677	0	0.00147	0.19043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00308	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_laneus	0	0	0	0	0	0.01947	0.00436	0.06807	0.06445	0.00443	0	0	0	0	0	0	0	0.0816	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_scindens	0	0	0	0	0	0.01859	0	0.00106	0.22904	0.02985	0.0172	0.01032	0.0057	0.27448	0.33829	0.04238	0.00344	0.08211	0.33722	0.05889	0.22989	0	0.00637	0.25471	0.00384
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii	0	0	0	0	0	0.01791	0.00501	0	0.00123	0.01176	0	0	0	0	0	0.0008	0	0.01901	0	0	0	0	0	0.00175	0.03114
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Terrisporobacter|s__Terrisporobacter_mayombei	0	0	0	0	0	0.01742	0.09611	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_hominis	0	0	0	0	0	0.01521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera|s__Waltera_intestinalis	0	0	0	0	0	0.01358	0.00152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Fenollaria|s__Fenollaria_timonensis	0	0	0	0	0	0.01172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17132	0	0	0	0	0	0.01081	0.00319	0	0	0.00114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus	0	0	0	0	0	0.00917	0	0	0.03596	0	0	0	0.00691	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_massiliensis	0	0	0	0	0	0.00832	0.01133	0.09066	0.15143	0	0	0	0	0.04106	0.00059	0	0.00166	0	0	0	0	0	0	0.01267	0.0681
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Clostridium_methylpentosum	0	0	0	0	0	0.00813	0.00399	0	0.01776	0.00405	0	0	0	0	0	0	0.00083	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_brachy	0	0	0	0	0	0.0079	0.00212	0	0	0	0	0	0.00252	0	0	0	0	0	0	0	0	0	0	0.00213	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_obesiensis	0	0	0	0	0	0.00753	0	0.0207	0.04443	0	0	0	0	0	0	0	0	0.02705	0.00737	0	0	0	0	0.01233	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6829	0	0	0	0	0	0.00695	0.0018	0	0	0.00047	0	0	0	0	0	0.00545	0	0	0	0	0	0	0	0.00494	0.01042
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	0	0	0	0	0	0.0069	0.00169	0	0.00062	0.00129	0	0	0	0	0	0	0	0.00253	0.00361	0.00054	0	0	0	0.00058	0.00333
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_celatum	0	0	0	0	0	0.0064	0.00751	0	0.04723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_paraputrificum	0	0	0	0	0	0.00632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01182	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica	0	0	0	0	0	0.00623	0	0	0.02355	0	0	0	0	0	0	0	0	0	0.00137	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus_SGB15488	0	0	0	0	0	0.006	0	0	0.01224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_hongkongensis	0	0	0	0	0	0.00372	0.00048	0	0.00106	0.00729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_parvula	0	0	0	0	0	0.00368	0	0	0	0	0	0	0	0	0	0.00408	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Coprobacillus|s__Coprobacillus_cateniformis	0	0	0	0	0	0.0036	0	0.00785	0.21784	0	0	0	0	0	0	0	0	0.05105	0	0	0	0.31985	0.29336	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17163	0	0	0	0	0	0.00347	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0.07146
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_grossensis	0	0	0	0	0	0.00331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Paraclostridium|s__Paraclostridium_bifermentans	0	0	0	0	0	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_timidum	0	0	0	0	0	0.00313	0	0	0.00026	0.00018	0	0	0.00351	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_massiliensis	0	0	0	0	0	0.00213	0.00754	0	0	0.00081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_gauvreauii	0	0	0	0	0	0.00203	0	0.00014	0.00585	0.00082	0	0	0	0	0	0	0	0	0	0	0.00031	0.00458	0	0.00415	0.03325
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_uli	0	0	0	0	0	0.00174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00186	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi	0	0	0	0	0	0.00127	0	0	0.27615	0	0	0	0	0.0038	0	0	0.0131	0.00617	0.03009	0.01122	0.0003	0.00828	0.09819	0.15392	0.12168
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_rubiinfantis	0	0	0	0	0	0.00086	0	0.00054	0	0.0003	0	0	0	0	0	0	0.0006	0	0	0	0	0	0	0.00279	0.00576
k__Bacteria|p__Firmicutes|c__CFGB2863|o__OFGB2863|f__FGB2863|g__GGB45495|s__GGB45495_SGB63167	0	0	0	0	0	0.00064	0.0058	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00065	0	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_sp_Marseille_P3761	0	0	0	0	0	0.00056	0	0	0.00289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_duerdenii	0	0	0	0	0	0.0005	0	0	0.01856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_harei	0	0	0	0	0	0.00031	0	0.00097	0.00366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_extructa	0	0	0	0	0	0.00023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_citreum	0	0	0	0	0	0.00023	0	0	0	0	0	0	0.00724	0	0	0	0	0	0.00944	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenellaceae_unclassified|s__Christensenellaceae_bacterium_NSJ_53	0	0	0	0	0	0.00015	0.0004	0	0.00024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB33512|s__GGB33512_SGB15201	0	0	0	0	0	0	0.02519	0	0.09265	0	0	0	0	0	0	0	0.02751	0	0	0	0.01776	0	0	0.08047	3.80495
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB3034|s__GGB3034_SGB4030	0	0	0	0	0	0	0.00614	0	0.02174	0.00266	0	0	0	0	0	0.11774	0.10285	0	0	0	0	0.01054	0	0.00112	0.06035
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_salsicia	0	0	0	0	0	0	0.00461	0	0.00023	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_unclassified|s__Peptostreptococcaceae_bacterium	0	0	0	0	0	0	0.00393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium_BX1	0	0	0	0	0	0	0.00387	0	0.01356	0	0	0	0	0	0	0	0.0035	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_massiliensis	0	0	0	0	0	0	0.00106	0	0.06576	0	0	0	0	0	0	0	0.02458	0	0	0	0.03196	0	0	0.00727	0.07352
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii	0	0	0	0	0	0	0.0009	0	0.00993	0.00515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_equinus	0	0	0	0	0	0	0.00037	0	0	0	0	0	0.00381	0	0	0	0	0	0.01389	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Angelakisella|s__Angelakisella_massiliensis	0	0	0	0	0	0	0.00032	0	0	0	0	0	0	0	0	0	0.01024	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB33928|s__GGB33928_SGB15225	0	0	0	0	0	0	0	0.04168	0.0432	0.03684	0	0.01661	0.00223	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_Marseille_P2846	0	0	0	0	0	0	0	0.02226	0.01107	0.03325	0.00509	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9237|s__GGB9237_SGB14179	0	0	0	0	0	0	0	0.01289	0.05111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00761	0.02712
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF34_13	0	0	0	0	0	0	0	0.00785	0	0	0	0	0	0.15826	0	0.0489	0.05621	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_morbillorum	0	0	0	0	0	0	0	0.00525	0.00296	0	0	0	0	0	0	0	0	0.00493	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenellaceae_unclassified|s__Christensenellaceae_bacterium_NSJ_63	0	0	0	0	0	0	0	0.00209	0.01325	0.00371	0	0.00185	0	0.01094	0.0347	0	0.00176	0	0	0	0	0	0	0.02398	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_An184	0	0	0	0	0	0	0	0.00188	0.07262	0	0	0	0	0	0	0	0.32682	0	0	0	0	0	0.0028	0	0.07819
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_OM04_12BH	0	0	0	0	0	0	0	0.00169	0.00066	0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_1_7_47FAA	0	0	0	0	0	0	0	0.00059	0	0	0	0	0	0	0	0	0	0	0.00102	0	0	0	0	0.01149	0.00209
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2653|s__GGB2653_SGB3574	0	0	0	0	0	0	0	0	0.67259	0.29019	0.66466	0.00809	0.40834	0	0.00031	0	1.04713	0	0	0	0.17168	0.00458	0.91969	0	0.09428
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0.08386	0	0	0	0	0	0	0.1851	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_testaceum	0	0	0	0	0	0	0	0	0.04425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_paulum	0	0	0	0	0	0	0	0	0.01417	0.00493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum	0	0	0	0	0	0	0	0	0.0107	0	0	0	0	0.03454	0	0.01645	0.00029	0.03349	0.01588	0	0	0.00968	0.01426	0.00952	0.02663
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	0	0	0	0	0	0	0	0	0.00876	0.00711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39576
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_radicidentis	0	0	0	0	0	0	0	0	0.0082	0.00186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_SGB1982	0	0	0	0	0	0	0	0	0.00738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Emergencia|s__Emergencia_timonensis	0	0	0	0	0	0	0	0	0.00732	0	0	0	0	0	0	0	0	0	0	0	0	0.00435	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_lacrimalis	0	0	0	0	0	0	0	0	0.00682	0	0	0	0	0	0	0	0	0.00453	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_gelidum	0	0	0	0	0	0	0	0	0.00476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified|f__Tissierellia_unclassified|g__Ezakiella|s__Ezakiella_SGB6726	0	0	0	0	0	0	0	0	0.00449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Geddesella|s__Candidatus_Geddesella_stercoravicola	0	0	0	0	0	0	0	0	0.00432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01988	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_timonensis	0	0	0	0	0	0	0	0	0.00426	0.00428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hirae	0	0	0	0	0	0	0	0	0.00381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis	0	0	0	0	0	0	0	0	0.00313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1126|o__OFGB1126|f__FGB1126|g__GGB2848|s__GGB2848_SGB3813	0	0	0	0	0	0	0	0	0.00239	0	0	0.02031	0.05423	0	0	0	0	0	0.0026	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Fenollaria|s__Fenollaria_massiliensis	0	0	0	0	0	0	0	0	0.00147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
