OTU	SM43_01	SM44_01	SM01_02	SM05_02	SM06_02	SM07_02	SM08_02	SM09_02	SM11_02	SM12_02	SM13_02	SM15_02	SM17_02	SM18_02	SM19_02	SM20_02	SM21_02	SM22_02	SM23_02	SM24_02	SM25_02	SM26_02	SM28_02	SM29_02	SM30_02	SM31_02	SM32_02	SM33_02	SM34_02	SM35_02	SM38_02	SM39_02	SM40_02	SM41_02	SM42_02	SM20_03	SM21_03	SM22_03	SM23_03	SM24_03	SM25_03	SM26_03	SM28_03	SM29_03	SM30_03	SM31_03	SM32_03	SM33_03	SM34_03	SM35_03	SM37_03	SM38_03	SM39_03	SM40_03	SM41_03	SM01_01	SM02_01	SM03_01	SM04_01	SM05_01	SM06_01	SM07_01	SM08_01	SM09_01	SM11_01	SM12_01	SM13_01	SM15_01	SM17_01	SM18_01	SM19_01	SM20_01	SM21_01	SM22_01	SM23_01	SM25_01	SM26_01	SM28_01	SM29_01	SM30_01	SM31_01	SM32_01	SM33_01	SM34_01	SM35_01	SM37_01	SM38_01	SM39_01	SM40_01	SM41_01	SM42_01	SM02_02	SM03_02	SM04_02	SM43_02	SM44_02	SM01_03	SM02_03	SM03_03	SM04_03	SM05_03	SM06_03	SM07_03	SM08_03	SM09_03	SM11_03	SM12_03	SM13_03	SM15_03	SM17_03	SM18_03	SM19_03	SM42_03	SM43_03	SM44_03
N-Acetylneuraminic acid	0.534220	0.639020	0.490910	-0.082240	0.498850	-0.076320	0.067420	0.672420	0.649920	0.399650	1.043400	0.490550	0.191020	0.382820	0.419470	0.087390	-0.487080	-0.628300	-0.092270	-0.179340	0.104540	-0.472770	-0.292980	-0.469760	-0.168780	-0.818380	-1.072560	-0.222000	-0.494890	-0.619430	-0.404480	-0.516430	-0.620450	-0.337550	-0.586860	-0.238280	0.028590	-0.557600	-0.154290	0.216760	-0.230610	-0.093180	0.011610	0.007560	-0.379490	0.006870	-0.809040	-0.137140	-0.387460	-0.068150	-0.171290	-0.269920	-0.184960	-0.317980	-0.494240	0.112570	-0.215320	-0.463220	-0.323680	-0.653770	-0.372850	-0.669810	-0.430890	0.271090	0.021360	0.623220	0.219530	0.542280	0.793490	0.423140	0.742740	0.714230	0.386680	0.025510	0.053790	0.708480	0.409390	0.368230	0.502730	0.394210	0.307020	0.167320	0.446430	0.596380	0.365440	0.351880	0.252130	-0.427750	0.249980	0.569910	0.426340	0.440930	0.353280	0.778570	-0.250020	-0.401250	0.288890	0.035780	-0.505550	0.342310	-0.114400	0.371920	-0.300230	0.024460	0.085360	-0.502630	-0.244920	0.070100	-0.191210	0.119130	-0.457280	0.226160	-0.382410	-0.249750	-0.831990
Pyruvate	0.780030	0.304040	-0.114220	-0.451160	0.013290	0.183980	0.108210	-0.594690	0.342820	-0.076720	-0.196000	0.156440	-0.006900	-0.665270	-0.735700	-0.279250	-0.588700	-1.001710	-0.061650	-0.463500	-0.395210	-0.439460	-0.382590	-0.575360	0.438490	-0.331750	-1.262000	-0.805690	-0.341360	-0.481960	0.238820	-0.737290	-0.276810	-0.374840	-0.084710	-0.201480	0.206510	-0.593480	-0.087100	0.801060	0.076510	-0.188140	0.673460	0.209050	0.109960	0.332820	0.013790	0.534230	-0.008700	-0.144830	0.570650	0.421420	-0.007710	0.351900	0.414660	-0.530470	1.108340	0.581910	0.980290	0.751270	-0.458670	0.323100	0.861000	0.437280	0.072050	-0.170080	0.318060	0.132790	0.801580	0.366920	-0.183890	-0.246130	-0.189060	-0.871860	0.676290	0.169140	-0.665560	0.297920	-0.419090	0.257420	-0.912210	0.515840	-0.020000	-1.566970	0.314320	-0.922140	0.113850	0.895730	-1.390650	-0.054040	0.817460	-0.291520	0.519290	-0.343570	0.560570	-0.030180	-0.487870	0.492810	0.827880	0.518670	-0.376070	0.641900	-0.184310	0.449600	0.240760	-0.189830	-0.527000	-0.074020	0.167460	0.438820	-0.370410	0.571290	-0.381830	1.268020	0.041610
3-Hydroxyisovaleric acid	0.152970	-0.323280	-0.157890	-0.236150	0.974020	0.141870	0.934430	0.595150	-0.157210	-0.154680	0.366270	0.321400	-0.176390	0.775220	0.755230	0.250370	0.393970	-0.110680	-0.159750	0.041530	-0.161850	-0.656030	0.561570	0.238960	-0.201530	-0.495410	-0.100710	-0.759550	0.233460	-0.069330	-0.020370	0.019380	-0.770090	-0.130960	-0.277590	-0.028190	-0.112290	-0.107860	-0.165080	0.361680	-0.382620	-0.235980	0.545180	-0.088590	0.074850	-0.597570	-0.056440	-1.080260	0.361540	-0.256040	-0.074310	-0.282350	-0.367930	-0.891960	0.181090	0.332880	-0.817090	-0.273250	-0.150040	-0.047170	0.371970	0.866360	0.447470	-0.188210	-0.432060	0.642720	0.440670	0.389500	0.595760	0.350060	0.914630	-0.264380	0.345080	0.249170	-0.536090	-0.236510	-0.503240	0.816720	-0.355450	0.475250	-0.014940	-0.465280	-0.358850	-0.243640	0.309210	-0.419070	0.093910	-0.405030	-0.375050	-0.124390	0.118840	-0.399130	0.681090	-0.435650	0.247740	-0.311180	0.234870	-0.514430	0.529910	-0.228360	-0.129810	0.224080	0.046130	0.953060	0.390620	-0.286560	-0.483050	-0.269680	0.036790	-0.111810	0.381020	0.765490	-0.777440	0.405320	-0.932740
Acetylcholine	-0.209360	-0.654560	-0.133650	1.008020	-0.012700	0.764280	1.276300	0.851030	-0.506290	1.015860	0.012240	-0.082500	0.228110	0.603520	1.228030	-0.097450	-0.327730	0.263950	-2.132990	-1.399070	-0.229520	-0.051430	0.041990	-0.076860	-0.049800	-0.136990	-0.125020	0.608280	-0.666270	0.419530	-0.301130	0.595020	-1.257780	0.106250	-0.018230	-0.510340	-0.333180	-0.300410	0.071390	0.040410	0.467970	0.381640	-0.542240	1.018600	0.216310	-0.193350	-0.068820	0.610630	-0.728360	0.323610	-0.369500	-0.216640	-0.220060	-0.214660	-0.283700	0.042590	-0.122270	0.775910	0.730490	0.538710	0.142670	0.746390	0.444220	-0.218430	-0.316380	0.462040	-0.573900	-0.129130	-0.097020	-0.362510	0.044610	0.195180	0.315010	-0.639050	0.703650	-0.030170	0.908800	-0.334250	1.352870	0.012590	0.134900	-0.218820	-0.322850	0.327700	0.866240	-0.377050	-0.433860	0.583400	0.719430	-1.278510	0.824160	-0.588030	0.207620	-0.341100	0.045000	-0.371150	-0.584290	0.053310	1.055380	-2.192670	-0.730330	-1.894900	0.692910	0.146850	-0.151760	0.532760	-0.418120	0.523190	-1.262800	-0.398930	0.058870	0.538730	-0.424450	0.989470	-0.605250
Mucic acid	-0.346290	1.249370	0.209710	-0.419040	-0.000770	-0.154120	-0.438520	0.132270	0.199930	-0.091330	0.151770	-0.105220	-0.030890	0.074270	-0.829050	-0.084320	0.140260	-0.351820	0.456550	-0.591450	-0.097520	-0.185070	-0.533300	-0.385920	-0.567780	0.036860	-0.366340	-0.509270	-0.189270	0.090440	-0.917760	0.197800	0.951770	-0.061270	-0.035180	0.035390	0.204360	-0.393610	-0.066710	-0.741830	0.363780	-0.327290	-0.339140	-0.106820	-0.696050	0.039010	-0.350690	-0.094950	-0.593090	-0.208800	-0.165420	-0.306320	0.546540	1.029390	0.046940	-0.150110	0.164130	-0.200180	0.090060	-0.311780	0.007820	-0.168910	-1.274950	1.328800	0.173700	-0.439820	-0.126230	0.016560	1.158660	0.447170	-0.204660	0.182890	0.012800	-0.375260	0.582270	0.868210	-0.021440	-0.607280	-0.043910	-0.190490	-0.202420	0.267760	-0.272870	0.212620	0.218200	0.307670	-0.997050	0.394430	0.101470	0.454970	-0.294440	0.182340	-0.115250	0.439160	-1.137700	-0.619670	0.121620	0.372200	-0.626870	1.176070	-0.449190	0.783160	-0.197360	-0.120520	0.285480	0.193650	0.768650	-0.085690	1.638030	0.674030	-0.051520	0.387440	1.192740	-1.272640	0.879260
Stearic acid	-0.160040	-0.246460	0.480150	-0.001830	0.176050	0.273070	0.112790	0.013130	-0.088800	-0.252930	0.545180	0.726900	0.141590	-0.030620	-0.013290	-0.080600	-0.600170	0.257460	0.308330	0.251480	-0.218060	0.099740	0.082870	0.026880	0.561580	0.064210	0.214260	-0.150600	0.453970	0.372920	0.096680	0.181850	-0.456670	-0.431680	0.060450	-0.394780	-0.445100	-0.423710	-0.277760	-0.315060	0.077770	-0.281620	-0.380820	-0.208270	0.361430	-0.013770	0.042600	-0.437380	0.465020	0.526250	-0.382120	0.054410	-0.235240	-0.527150	0.032000	-0.297180	0.036650	0.085500	-0.431750	0.043840	-0.444380	0.166150	0.624780	-0.948820	-0.033760	-0.267500	0.360930	-0.260860	-0.182550	-0.040710	0.275550	-0.088780	0.095250	0.437010	0.285600	-0.006850	0.225890	0.675660	-0.469260	-0.206020	-0.078520	0.247000	0.293280	0.341580	-0.063540	0.169440	0.412500	0.172560	0.281330	-0.752440	0.718260	0.167890	1.119110	-0.279910	0.423900	0.216430	-0.220510	0.076720	0.197310	-0.746340	-0.085980	-0.307820	0.125200	0.127270	-0.307830	-0.096090	-0.398340	-0.343490	-0.309320	-0.146240	-0.071200	-0.323170	-0.338670	0.049250	0.089520
Picolinic acid	-0.031900	0.061790	-0.116990	-0.424850	-0.379560	-0.547650	-0.375930	-0.475900	0.116710	-0.111430	-0.358130	-0.022400	-0.178410	-0.294450	-0.429200	-0.739140	0.034180	0.214370	0.469610	0.506030	0.335130	-0.183590	0.189380	0.477850	-0.354410	-0.067510	-0.117110	-0.353820	0.345980	0.064170	0.376290	-0.389990	0.005450	0.433220	0.110710	0.047230	0.546380	0.327910	-0.078280	0.213080	0.020970	0.056410	0.428530	0.331680	0.019580	-0.098320	0.090870	-0.158540	-0.162500	-0.033110	-0.144890	0.273090	0.322390	0.174840	0.502550	0.144100	0.333510	0.336860	0.456900	0.116010	0.064980	-0.050520	0.881380	0.078970	0.150970	-0.538460	-0.257210	0.159050	-0.567460	-0.383060	0.224160	0.017850	-0.480600	-0.437330	-0.246900	0.201050	-0.679000	-0.338860	-0.517510	-0.273140	-0.433710	0.141430	-0.488300	-0.353800	-0.078400	-0.723080	-0.085400	0.217180	-0.428530	0.114960	-0.197880	0.022420	-0.809280	-0.454480	0.737320	0.291200	0.224080	0.512140	-0.177740	0.492540	0.139090	0.153720	-0.106460	0.005590	0.218210	-0.090520	0.661390	-0.040540	0.510350	0.519940	0.349100	0.034470	0.201880	0.473750	-0.416800
3-Hexenedioic acid	-0.250020	0.119010	-0.445460	0.104630	-0.517110	-0.070840	0.142050	-0.044750	0.124190	-0.269680	0.311700	-0.177010	-0.640260	0.367740	0.241490	0.376670	-0.296000	-0.203340	0.132060	0.022250	0.155510	-0.304120	0.289850	0.196150	-0.569790	0.144170	-0.243710	-0.394020	0.400030	0.388980	0.069330	0.295330	0.297090	0.179020	0.327030	0.188500	-0.309810	-0.198040	-0.061730	0.245490	-0.106190	-0.161020	0.235650	-0.267710	-0.546370	-0.545650	0.583800	-0.153080	0.250600	0.167870	0.497490	0.372550	0.116250	0.243340	-0.247400	0.027460	0.290470	-0.289370	-0.242990	0.159430	0.161680	-0.241200	-0.226210	-0.446130	-0.106030	0.086570	-0.316190	0.207670	-0.139530	0.142260	-0.060200	0.369900	0.046780	0.028880	0.000600	-0.339150	0.201150	-0.075270	0.084650	-0.886940	0.012260	0.112420	-0.259850	-0.265670	-0.311760	-0.915480	0.133270	-0.055750	-0.290780	0.241610	-0.275920	0.158730	0.290610	-0.183610	0.220960	-0.404960	0.249410	0.478850	0.313450	0.134320	-0.435330	0.219990	-0.152420	-0.315250	0.462170	0.451920	0.383590	-0.209560	0.450790	0.513540	0.299420	-0.329420	0.133050	-0.046550	0.190990
Fumarate	-0.161260	0.116140	-0.271310	-0.300420	0.006160	-0.475660	0.209700	-0.131330	-0.131240	-0.435130	0.350760	0.469710	0.062710	-0.303180	-0.582480	-0.247840	0.131300	-0.444510	-0.160060	-0.017940	-0.031720	-0.298690	-0.336750	-0.022970	-0.218410	-0.340170	-0.640330	-0.579220	0.125700	0.030020	0.216480	0.229420	-0.005370	-0.209160	-0.017230	0.068460	-0.055600	-0.194290	-0.124700	-0.050700	0.194700	0.314420	0.482230	0.051510	0.520070	0.004070	0.089950	-0.170130	0.151660	0.152840	0.267670	0.046710	-0.075030	0.016060	-0.073320	-0.297660	0.478230	0.241740	-0.027110	0.449480	-0.865330	0.445470	0.715400	-0.372940	-0.573810	0.100640	0.489560	0.282840	0.257580	-0.062550	0.060170	-0.338700	-0.185330	0.109120	-0.543640	-0.136850	0.103550	-0.340640	-0.006540	0.014220	-0.119550	0.142450	-0.398350	-0.636200	-0.267200	-0.265490	0.046660	0.245250	-0.184490	0.265570	0.589120	0.030060	0.018970	-0.100410	0.019080	-0.151590	-0.176980	0.846900	0.305850	0.499070	0.194880	0.108650	-0.295300	0.653120	-0.098740	0.030180	0.017640	-0.201480	0.961760	0.522470	0.094050	0.054560	0.036530	0.054680	-0.040950
Imidazole	-0.029640	0.113950	-0.073140	-0.562990	-0.201330	-0.219570	-0.298000	-0.143400	0.011480	-0.093090	-0.088290	-0.026460	-0.640270	-0.077110	-0.641060	-0.187550	-0.117700	-0.843960	-0.710630	-0.446680	-0.509740	-0.583840	-0.818130	-0.743520	-0.385020	-0.465790	-0.709230	-0.625990	-0.268220	-0.216730	-0.348330	-0.755030	-0.341560	-0.463180	-0.360410	-0.076500	0.117510	-0.061260	0.215850	-0.291280	0.052740	0.298680	0.061150	0.234730	-0.003820	0.894980	0.449090	0.238290	0.032480	-0.496010	0.575750	0.174520	-0.382600	-0.631190	-0.334310	0.461800	0.671650	-0.274590	-0.002280	0.024150	-0.420620	-0.063900	0.399970	0.952780	0.266030	0.679580	0.258250	-0.001480	1.117000	0.664280	0.827430	0.789570	0.782610	0.198780	0.257330	0.107640	0.687980	0.621060	-0.134430	0.741420	0.860440	0.907890	0.495980	0.614120	0.142650	0.486790	0.049690	0.311520	0.019340	0.901030	-0.064880	0.078730	0.060710	-0.480010	-0.363790	-0.246080	0.111250	-0.339980	-0.929050	0.203440	-0.327480	0.520290	-0.161130	0.604420	0.126610	0.154570	0.144990	0.180230	0.584390	-0.273770	0.024680	0.126370	-0.533280	-1.103330	-0.698010
4-Hydroxybenzaldehyde	0.093170	0.252560	0.058700	-0.724700	0.307140	0.750900	-0.069690	-0.104810	0.360760	0.327850	0.064330	0.073760	-0.731110	0.521100	-0.183400	-0.013790	-0.334120	-0.714290	0.376470	-0.149610	-0.431550	-0.689150	-0.897180	-0.241030	-0.616990	-0.962700	-0.455200	-0.750570	-0.517620	-0.364310	-0.286520	-0.827730	0.062200	-0.903230	-0.374760	0.233590	-0.029300	-0.053140	-0.044270	-0.033200	-0.303920	0.255890	0.705300	-0.292400	-0.585400	0.111230	0.207060	0.200400	0.532840	-0.116350	0.347580	0.231040	0.235210	0.590280	0.082100	0.172880	0.045830	0.020780	0.105600	0.360080	-0.319720	-0.151390	0.706010	0.010240	-0.143030	-0.556190	0.064350	0.338260	0.000870	0.242840	0.507800	0.451860	0.288560	0.425650	0.301350	0.059140	0.240100	0.312020	0.353170	0.207960	0.431350	-0.519620	-0.446560	0.643960	0.414090	0.397450	0.326860	-0.407180	0.649210	0.686930	0.374740	0.477380	0.554580	0.112030	0.027530	-0.792690	0.480370	0.362430	-0.042950	0.410740	0.065810	0.088470	0.577310	-0.866360	0.179610	-0.818620	-0.444810	0.381650	-1.952770	0.247100	0.311380	-0.040570	-1.000470	0.666880	0.240250
D-Galacturonic acid	-0.248120	0.739760	0.474500	-0.313450	-0.157150	-0.137690	-0.625590	-0.348580	-0.091800	-0.525660	-0.539940	-0.220850	-0.176080	-0.169060	-0.104580	-0.490290	0.310190	0.114870	0.478340	0.259090	-0.154160	-0.178220	-0.026820	0.220200	-0.617010	-0.184020	-0.431820	-0.081550	-0.571060	-0.277780	-0.109740	-0.696830	0.035770	1.511750	0.017210	0.061110	0.358250	-1.016040	0.285020	0.110840	-0.236670	-0.085070	0.437990	1.122510	-0.761330	-0.279590	0.235890	-0.240880	-0.556810	0.176520	0.361240	-0.199760	-0.133300	0.156270	0.761640	0.131680	-0.346600	0.088790	0.488320	0.177810	-0.421430	-0.545400	0.251350	0.057660	-0.234970	-0.058470	0.235740	-0.052020	0.319140	0.151670	0.492550	-0.271360	0.239810	-0.164290	0.109940	-0.069930	-0.553970	0.204690	1.317320	-0.536870	-0.050230	0.485560	0.130900	-0.406170	-0.005420	-0.300580	-0.357470	-0.708760	-0.433610	0.961110	0.084570	-0.072800	-0.164570	-0.278280	0.125490	0.081600	0.629980	-0.025580	-0.047360	0.135160	0.784970	-0.164790	-0.860850	0.239740	0.093250	-0.105370	0.567110	-1.025000	0.632610	0.198240	0.298320	0.942470	0.258530	0.071690	0.032760
Pantothenic acid	-0.089920	1.373870	0.273480	-0.081510	-0.535680	-0.512380	-0.358470	-0.147370	0.205410	-0.187490	-0.032350	-0.909800	1.089590	-0.635790	-0.164710	0.407060	-0.039760	-0.270690	-0.456340	-0.451420	0.938670	0.434800	-0.592170	0.059830	-0.469260	0.210870	-0.497890	-0.338680	0.784680	0.011480	-0.709350	-0.054070	0.761300	-0.279240	0.770580	0.429330	-0.330640	-0.223520	-0.051980	-0.266550	0.813640	0.368790	0.313860	0.124690	-0.402630	0.072980	-0.137210	-0.464910	0.378020	0.102390	0.164990	-0.424150	0.883190	0.413950	-0.017120	-0.034110	0.062210	-0.019450	0.600120	-0.067010	-0.650460	-0.498290	0.235850	-0.223500	-0.568130	-0.055770	-0.669870	-1.023180	-0.338420	-0.490820	-0.160430	0.582420	-0.159420	-0.087920	-0.481840	0.629880	0.135160	-0.314540	-0.190620	-0.603670	0.145380	0.106820	-0.568240	0.788200	0.032600	-0.072690	-0.684250	-0.772710	-0.136850	0.560690	0.527900	0.032110	-0.060680	0.502940	0.005470	0.713980	0.345510	0.595320	-0.422180	1.453020	-0.808240	0.001090	-0.404240	0.330170	-0.173390	-0.225800	0.310980	-0.058470	0.018860	0.326630	-0.526660	0.359090	0.643310	0.089890	0.161830
N,N-Dicyclohexylurea	0.237960	-0.250810	0.019380	2.415970	-0.031290	-0.344420	0.002840	-0.279330	-0.715320	0.602320	-0.171980	-0.376550	-0.264300	-0.430340	-0.853330	-0.385840	1.608490	0.713870	0.387940	0.406070	0.276460	-0.140950	0.457100	0.051940	0.037960	0.109300	0.757390	0.227820	0.419660	0.577050	0.288100	0.360430	-0.327790	-0.849620	0.246480	0.315840	-0.025650	0.285310	0.020470	-0.199530	-0.031300	0.058890	-0.613630	-0.675610	-0.354480	-0.782870	-0.209820	-0.346330	-0.102590	-0.333140	-0.333690	-0.164960	-0.290250	-0.090460	-0.178360	0.225230	0.522000	-0.222670	0.304220	0.015800	0.115480	0.380710	0.129370	-1.441870	0.332390	-0.160700	-0.043460	0.301640	-0.117740	-0.088850	0.222150	-0.033400	0.237370	-0.033450	-0.104270	0.113230	-0.063080	0.497660	-0.774100	0.172880	0.307280	0.313750	0.029180	-0.350900	-0.336330	0.339960	0.122700	0.083970	-0.008430	-0.456050	0.200740	-0.489040	-0.131030	-0.714860	0.664740	0.438810	0.053620	-0.661960	-0.487550	-0.504750	-0.423080	-0.433810	-0.074730	0.326490	-0.188900	0.313350	0.248230	0.501900	-0.447790	-0.092130	-0.015480	0.021380	0.116510	0.039090	0.478070
N-Acetylglutamine	0.485700	0.169320	-0.040470	-0.434320	-0.033850	0.292360	-0.090490	-0.085030	0.500760	0.425610	-0.024700	0.316970	-0.412960	-0.377240	0.554880	0.084510	-0.334750	-0.213220	0.056800	-0.537530	-0.058200	-0.234490	-0.200590	0.037530	-0.380170	-0.515370	-0.486770	-0.071730	-0.498630	-0.167250	-0.203630	-0.873020	0.639510	0.836140	-0.105440	0.324340	0.004950	-0.039120	-0.178930	-0.092690	0.026000	0.124060	0.416110	-0.186020	-0.439750	-0.308610	-1.040410	0.037450	-1.153490	-0.189170	-0.035950	0.211460	-0.190840	0.529240	0.720550	-0.045050	-0.110120	-0.138490	0.126740	-0.499070	-0.979980	-0.094270	-0.039150	0.504680	-0.341410	0.436550	-0.272940	0.542770	0.383150	-0.159160	0.751980	0.652740	0.264400	-0.007880	-0.711120	0.409860	0.209870	0.201560	-0.034550	0.005220	0.094560	0.137420	0.270850	0.100630	0.560700	0.360400	0.037860	-0.466660	0.500760	1.251980	0.026550	0.712860	-0.026630	-0.410780	0.216230	-0.098380	0.374520	-0.063020	-0.111810	0.115760	-0.035170	-0.167420	-0.242570	-0.249520	-0.375220	-0.443700	0.291090	-0.391270	0.683790	-0.130710	-0.480060	0.907140	0.527000	-0.375120	-0.717830
Mandelic acid	-0.138270	-0.076170	0.539550	-0.789360	0.502380	0.945780	-0.634750	-0.044310	1.801640	-0.522800	0.373960	0.183850	-0.273150	0.908440	-0.486400	0.037520	0.791830	-0.418300	-0.410770	0.787740	0.255670	-0.287370	-0.473940	1.130190	0.066560	-0.365170	-0.309000	-1.048030	0.714450	-0.369090	-0.696210	-1.370110	-0.191520	-0.310730	-0.550630	0.218650	1.433240	-0.914370	0.399660	0.504980	-0.389440	-0.693710	0.692610	-0.113260	-0.630400	-1.057590	-0.381540	-0.780000	0.576790	-1.617630	-0.964770	-0.317570	0.005620	-0.308520	-0.500350	-0.237260	0.395310	0.692370	0.267590	-0.064310	-0.642010	0.478650	-0.038870	-0.568940	0.263440	0.245710	0.346470	-0.266830	0.106100	-0.691680	0.109920	0.136160	1.477530	0.044390	1.232860	0.102610	-0.805430	-0.132730	0.021000	-1.007750	-0.186600	0.136220	2.118310	-0.394080	-0.251980	-0.643550	0.097350	-0.496950	-0.945050	0.269140	0.281540	0.224280	1.180610	0.271220	-0.308690	0.254150	1.330190	0.060810	0.704600	0.768090	0.132400	-0.138640	0.205250	-0.560570	-0.501780	0.978500	-0.398450	-0.368530	-0.376960	-0.001370	1.014800	0.518760	0.208610	-0.499740	-0.582040
L-(+)-Arabinose	0.126600	0.510150	-0.273740	-1.018700	1.045940	-0.395720	-0.458250	-0.034930	0.313640	-0.536810	-0.256090	1.686030	0.800110	0.389620	-0.128510	0.006000	-0.211570	-0.673470	-0.446200	-0.273810	-0.247240	-0.215700	-0.471100	0.722070	-0.331200	-0.348800	0.061480	-0.288860	-0.288280	-0.403510	0.290710	-1.179180	0.113440	0.173530	-0.011490	0.082390	0.562490	-0.378110	-0.225030	-0.090460	-0.118810	-0.276860	-0.138380	0.384100	-0.147410	-0.528420	0.035560	0.148680	-0.479540	-0.261900	-0.867450	-0.400150	0.118210	-0.134210	-0.256850	-0.426610	-0.243200	0.018100	0.200100	-0.525770	0.365290	-0.580910	0.213230	-0.287430	-0.362320	0.153120	0.179780	1.162940	1.403610	-0.064770	0.487380	0.663270	0.006810	-0.165170	0.258450	0.801460	-0.279300	-0.238370	1.047950	0.405260	0.114740	0.170430	1.868650	0.117630	-0.009700	-0.248740	-0.042380	-0.206050	0.107960	0.560580	0.092130	0.362700	-0.073090	-0.195690	0.071720	-0.120930	0.103140	-0.347320	-0.207020	-0.075660	-0.988410	0.008920	-0.566220	-0.026940	-0.495490	-0.503600	-0.067100	-0.967060	1.898820	-0.932260	-0.065210	1.788750	-0.034920	0.278720	-0.337970
13C5-15N-Glutamic acid	-0.234160	-0.758940	-0.390040	-0.008580	-0.017360	0.049240	0.026340	0.053690	0.335210	0.043630	-0.006890	0.195720	0.255660	0.120820	-0.031940	-0.780150	0.485320	0.112610	0.100250	-0.363920	0.205600	0.384900	-0.027150	0.112520	0.446850	0.233630	0.177300	0.258270	-0.661140	0.155930	0.164630	0.412490	0.600730	0.212710	-0.306720	0.048010	-0.836760	-0.118820	-0.075040	-0.622040	0.168750	0.364470	0.312720	0.064180	0.362060	0.212540	0.394950	-0.049060	-0.883210	0.347550	0.262210	0.382170	-0.048490	-0.488110	0.298240	0.263840	-0.879190	0.369330	-0.025310	0.280140	0.113890	-0.607060	0.052850	0.274860	0.164970	0.030780	-0.130910	0.168520	-0.945200	0.271880	0.013830	0.199830	-0.200870	-0.139520	0.205190	0.284860	-0.117710	-0.129000	-0.117140	0.144420	0.240350	-0.055030	0.042700	-0.078190	0.050130	0.233130	-0.044870	-0.448080	0.010390	-0.656610	-0.099860	-0.942320	0.212460	0.351220	-0.933410	0.135560	0.134690	-0.796320	0.221760	0.228350	-0.007090	-0.602750	0.440710	0.158890	0.262920	0.503770	0.287420	0.426240	0.451630	-0.078170	-0.520920	0.148980	0.353850	-0.141700	-0.690520
Metanephrine	0.675050	0.735410	0.168110	-0.237400	-0.672220	-0.598340	-0.134460	-0.103980	0.006560	-0.430260	-0.159690	0.045990	0.088800	-0.359330	0.009380	-0.939120	-0.193940	-0.279240	-0.608400	-0.071460	-0.233060	-0.030630	0.032320	-0.498050	0.136340	0.176880	0.039950	0.078260	0.356050	0.276360	-0.139140	0.006550	0.411510	-0.140570	0.050200	-0.806450	-0.070580	-0.838300	-0.364150	-0.084420	-0.598810	-0.676520	0.231540	-0.791980	0.620060	-0.111140	0.533250	0.519600	-0.452680	0.454640	0.373150	0.517680	0.339170	0.476640	0.509010	0.241320	0.075940	0.369280	0.423110	-0.249270	-0.266860	-0.754540	-0.254010	0.819180	0.164260	0.235140	-0.319400	0.612560	0.431570	-0.326010	-0.231550	0.326630	-0.333800	-0.819730	-0.246820	0.169280	-0.090380	0.243540	-0.594300	0.401550	0.451590	0.263020	0.626590	0.435960	0.330610	0.467030	0.234950	0.368660	0.267150	0.720500	0.074900	0.400430	-0.002880	-0.298830	0.509770	0.290110	-0.080090	-0.005860	-0.339500	0.665420	-0.698580	0.117060	-0.303820	-0.487220	-1.290180	-0.384210	-0.167660	-1.023210	1.138020	-0.321300	-0.495470	-0.122570	1.428640	0.506330	-0.546220
2-Hydroxyglutarate	0.283970	0.363160	0.066230	-0.463560	1.111450	-0.154460	-0.057350	-0.128210	-0.209090	0.123710	-0.051280	1.011680	-0.325010	0.650830	0.435360	-0.085230	0.258640	-0.750600	-0.255480	0.252260	0.053930	-0.596450	-0.462240	0.183750	-0.521900	-0.602670	-1.206380	-0.569640	-0.684550	-0.171920	-0.022540	-0.557500	0.126770	-0.149790	-0.283910	0.149690	0.784290	-0.492900	-0.127990	0.288030	-0.168720	-0.193340	0.360760	-0.092130	-0.454770	-0.304790	-0.046050	-0.132640	-0.331860	0.005000	-0.249880	0.087430	-0.279220	0.251890	-0.061480	-0.053990	0.471890	-0.424630	0.022710	-0.398870	0.600940	-0.529800	0.309090	-0.568620	0.217240	0.199500	-0.311040	0.717820	1.481200	0.854570	0.468520	0.504860	0.800520	0.011570	-0.303930	-0.174160	-0.146920	0.200850	-0.032010	-0.198610	0.376040	0.305350	0.301750	-0.081600	0.852070	-0.265290	-0.066100	-0.502660	0.200780	0.618230	0.153280	0.420290	0.106840	0.017680	0.467360	-0.374440	0.022950	-0.036020	-0.190340	0.021390	-0.228490	0.220620	-0.673190	0.105290	-0.274040	-0.205210	-0.455290	-0.511520	-0.098140	0.415210	0.038180	0.530150	-0.482120	0.417930	-0.468940
